iter	RMSE
210	0.09525412266
211	0.094975887
212	0.09475683911
213	0.09457684423
214	0.09440750396
215	0.09431718489
216	0.09429126903
217	0.09427229385
218	0.09424078566
219	0.0941411917
220	0.09403189776
221	0.09387582427
222	0.09371180232
223	0.09349152762
224	0.0933491515
225	0.09323687424
226	0.0931467316
227	0.09308081205
228	0.09284635821
229	0.09275976687
230	0.09273219878
231	0.0927029918
232	0.09261418586
233	0.09246863814
234	0.09234662053
235	0.09232852073
236	0.09219778311
237	0.09217996889
238	0.09215155753
239	0.09210871293
240	0.09197780438
241	0.0918001893
242	0.091587719
243	0.09137384916
244	0.09119689045
245	0.09106923152
246	0.09105190162
247	0.0909989206
248	0.09092266195
249	0.0907206127
250	0.09057161442
251	0.09055489878
252	0.09039426601
253	0.09025123458
254	0.09015162402
255	0.09013572969
256	0.09010343496
257	0.09003027428
258	0.0899997515
259	0.08998416612
260	0.08990065428
261	0.08981990928
262	0.08979484116
263	0.08964845153
264	0.08957698742
265	0.08944968425
266	0.08943501926
267	0.08935795583
268	0.08934387769
269	0.08930356937
270	0.08915443752
271	0.08908557551
272	0.08907136264
273	0.08905868089
274	0.08904538467
275	0.08901951393
276	0.08899125523
277	0.08889858514
278	0.08881237826
279	0.08865475948
280	0.08840742404
281	0.08832585417
282	0.0881681976
283	0.08800879334
284	0.08790021308
285	0.08780190137
286	0.0876692567
287	0.08763556781
288	0.08746261566
289	0.08742455412
290	0.08734269368
291	0.08729897545
292	0.08714955625
293	0.08709910158
294	0.08698112949
295	0.08688190771
296	0.08685164341
297	0.08677093585
298	0.08672872979
299	0.08668786575
300	0.08664987471
301	0.08662811334
302	0.08654033431
303	0.08647732157
304	0.08630204195
305	0.08614468383
306	0.08602706275
307	0.0859357442
308	0.08592292325
309	0.08585638601
310	0.08574376234
311	0.08555456378
312	0.0853778948
313	0.08521987315
314	0.08514075233
315	0.08497140422
316	0.08493465107
317	0.08484917167
318	0.08478861523
319	0.08468430105
320	0.08457569636
321	0.08454400301
322	0.08443731522
323	0.08430480315
324	0.08418674486
325	0.08414862646
326	0.08402945415
327	0.08390504382
328	0.08388255308
329	0.08386133077
330	0.08371851522
331	0.08363172286
332	0.08352955728
333	0.08345384069
334	0.08344278551
335	0.08337543911
336	0.08325291423
337	0.08323199311
338	0.08318013435
339	0.08308390359
340	0.0830635473
341	0.08297146594
342	0.08293885059
343	0.08289030076
344	0.08281378784
345	0.08280337971
346	0.08278613258
347	0.08269531348
348	0.08255630317
349	0.08247459366
350	0.08245383612
351	0.08232858905
352	0.08224296712
353	0.0821729219
354	0.08215430392
355	0.08207626073
356	0.08200445085
357	0.0819948223
358	0.08190974413
359	0.08183644318
360	0.08177542674
361	0.08171744548
362	0.08163615015
363	0.08160640388
364	0.08159720731
365	0.08157373462
366	0.08141814223
367	0.08135263181
368	0.08117232824
369	0.08105682566
370	0.08098948376
371	0.08096656051
372	0.08088001502
373	0.08084350471
374	0.08077500246
375	0.08075943855
376	0.08066429638
377	0.08061411167
378	0.0805383186
379	0.08031471949
380	0.08020831521
381	0.08013422609
382	0.08002912231
383	0.07993950565
384	0.07992820959
385	0.07975425538
386	0.07957230844
387	0.07949511311
388	0.07940086923
389	0.07938877362
390	0.07930654018
391	0.07929634559
392	0.07920690991
393	0.07917612348
394	0.07905909913
395	0.07899946136
396	0.07883530662
397	0.07874716709
398	0.07863463085
399	0.07854540625
400	0.07846102991
401	0.07834250273
402	0.07826515787
403	0.07817931332
404	0.07816990879
405	0.07808018426
406	0.07800017998
407	0.0779781064
408	0.07797021593
409	0.0778838904
410	0.07787494112
411	0.07776949093
412	0.07761327189
413	0.07756157744
414	0.07742532804
415	0.07740888531
416	0.07733236007
417	0.07721803211
418	0.07719986798
419	0.07718171714
420	0.07707897015
421	0.07697321045
422	0.07694042029
423	0.07692680619
424	0.07672428989
425	0.07665876555
426	0.07657179153
427	0.07649967265
428	0.07647786007
429	0.076320745
430	0.07619418796
431	0.07610773493
432	0.07602299479
433	0.07592568392
434	0.07586645424
435	0.07577545677
436	0.07571879805
437	0.07569899354
438	0.07560890231
439	0.0755838532
440	0.07547578911
441	0.07531163644
442	0.07525159265
443	0.07510121122
444	0.07503521488
445	0.07495251017
446	0.07492680954
447	0.07486488908
448	0.07480997487
449	0.07471333749
450	0.07461518608
451	0.07459116235
452	0.07455610206
453	0.074381292
454	0.0743336241
455	0.07428294825
456	0.07423399912
457	0.07420224443
458	0.07408508719
459	0.07403372937
460	0.073976231
461	0.07390523332
462	0.07388703968
463	0.07383331014
464	0.07376031162
465	0.07368069373
466	0.0736545188
467	0.07353593761
468	0.07352792676
469	0.07340727199
470	0.07339938244
471	0.07332294631
472	0.07319754407
473	0.07309601911
474	0.07301909503
475	0.07296364438
476	0.07295293381
477	0.0728550748
478	0.07283753395
479	0.07279485397
480	0.07275293021
481	0.07271565174
482	0.07261834585
483	0.07257128797
484	0.0724932507
485	0.0724856909
486	0.07240144992
487	0.07225445307
488	0.07224704086
489	0.07222957764
490	0.07216077963
491	0.07211125538
492	0.07192860996
493	0.0719145997
494	0.07183320499
495	0.07174618579
496	0.07173279153
497	0.07168799818
498	0.07164839376
499	0.07154566379
500	0.0714485912
501	0.0713851805
502	0.07130734193
503	0.07122517623
504	0.07111107376
505	0.0710566043
506	0.07092764363
507	0.07081888285
508	0.07081189757
509	0.07074367902
510	0.07073495294
511	0.07069553943
512	0.07061286435
513	0.07060613717
514	0.07059988322
515	0.07050435774
516	0.07041771496
517	0.07033899522
518	0.07025836846
519	0.07024425558
520	0.07020023419
521	0.07012417061
522	0.06999666047
523	0.0699336463
524	0.06992219335
525	0.06987532538
526	0.0697616695
527	0.06969665804
528	0.06962302816
529	0.06956205056
530	0.0695046011
531	0.06947484507
532	0.06936940545
533	0.06927188972
534	0.06917996359
535	0.06911503484
536	0.06905005269
537	0.06897110151
538	0.06896453415
539	0.06894890145
540	0.06893825671
541	0.06887015269
542	0.06880707825
543	0.06872497542
544	0.06868260369
545	0.06867616997
546	0.06866292561
547	0.06858889745
548	0.06851046554
549	0.06843297961
550	0.06835593728
551	0.06831539682
552	0.06823989853
553	0.06816115474
554	0.06813956155
555	0.06806056856
556	0.06797293593
557	0.0679611148
558	0.06793123975
559	0.06790564355
560	0.06782786488
561	0.06777867204
562	0.06773218361
563	0.06762648819
564	0.06755324659
565	0.0674281294
566	0.06739622306
567	0.0673587254
568	0.06731294473
569	0.0672552832
570	0.06724556833
571	0.06723479982
572	0.06722851131
573	0.06716498901
574	0.06708320875
575	0.06707713107
576	0.06703996045
577	0.06695014244
578	0.06686286093
579	0.0668568502
580	0.06683719526
581	0.06678844343
582	0.06673449201
583	0.06666628683
584	0.06663458373
585	0.06662904895
586	0.06657395178
587	0.06649933348
588	0.06641147924
589	0.06640482095
590	0.06634763511
591	0.06624291613
592	0.06620451865
593	0.06609910969
594	0.06603932875
595	0.06596839406
596	0.06596003359
597	0.06585534862
598	0.06579440164
599	0.0657701789
600	0.06575661603
601	0.06573451522
602	0.06570477656
603	0.06563649665
604	0.06562822058
605	0.06554663461
606	0.06550185062
607	0.06543028414
608	0.0653637643
609	0.06529713595
610	0.06528774099
611	0.065268589
612	0.06524592288
613	0.06518448806
614	0.06517132386
615	0.06512304497
616	0.06504459852
617	0.06498896824
618	0.06498355659
619	0.06497532196
620	0.06485205833
621	0.06480810533
622	0.06480217731
623	0.06475855848
624	0.06470164953
625	0.06466528607
626	0.06464104732
627	0.06455403041
628	0.0644518643
629	0.06444594697
630	0.06442178843
631	0.06439501283
632	0.06438788027
633	0.06436471471
634	0.06435986861
635	0.06429727083
636	0.06428953435
637	0.0642671848
638	0.06423101524
639	0.06417145274
640	0.06413980086
641	0.06413440122
642	0.06409082055
643	0.06403429887
644	0.0639615848
645	0.06395651111
646	0.0639476373
647	0.06387124501
648	0.06380564488
649	0.06373264563
650	0.06372147411
651	0.06365813019
652	0.06365330728
653	0.06364853316
654	0.06359628622
655	0.06356851666
656	0.0635035947
657	0.06347441711
658	0.06346937506
659	0.06344701703
660	0.06338366207
661	0.06334131588
662	0.06326311959
663	0.06324295689
664	0.06315166429
665	0.06308388014
666	0.06297643255
667	0.06294706086
668	0.06281238693
669	0.06274764093
670	0.06269577868
671	0.06267979456
672	0.06259394764
673	0.0625410145
674	0.06251722248
675	0.06246032173
676	0.06236134739
677	0.06233026883
678	0.06229492477
679	0.06223881981
680	0.06216996182
681	0.06211523681
682	0.06208569965
683	0.0620072565
684	0.06195593191
685	0.06194050184
686	0.06187444237
687	0.06180792526
688	0.06168346059
689	0.06164284984
690	0.06163784091
691	0.06160770656
692	0.06154345953
693	0.06151919316
694	0.0614500015
695	0.06144315258
696	0.06138190076
697	0.06130107675
698	0.06128248327
699	0.06127786438
700	0.06120956755
701	0.06114739893
702	0.06110038569
703	0.061059337
704	0.06102099941
705	0.06092328745
706	0.06087356592
707	0.06083520864
708	0.06082490554
709	0.06077563153
710	0.06073039169
711	0.06071583582
712	0.06071096977
713	0.06062780622
714	0.06060149425
715	0.0605375924
716	0.06044360002
717	0.06039732337
718	0.06030832663
719	0.06024567345
720	0.06021037224
721	0.06019577389
722	0.06009888103
723	0.06002726173
724	0.06002258664
725	0.05995215466
726	0.059942903
727	0.05988497548
728	0.05980444822
729	0.05973845703
730	0.05967367724
731	0.05956605384
732	0.05947039386
733	0.05937335286
734	0.05933448559
735	0.05929309778
736	0.05928861147
737	0.05928430376
738	0.05927917177
739	0.05926485083
740	0.05920554848
741	0.05918031911
742	0.0591744657
743	0.05911939137
744	0.05911095529
745	0.05910682581
746	0.05904102863
747	0.05899089468
748	0.05892925284
749	0.05886497524
750	0.05878273506
751	0.05877870168
752	0.05864850306
753	0.0586155636
754	0.05861028145
755	0.05857012265
756	0.0585576894
757	0.05855379071
758	0.05852707074
759	0.05840420763
760	0.05834906413
761	0.05832834492
762	0.05829288479
763	0.05827172216
764	0.05821733873
765	0.05820350359
766	0.05813477766
767	0.05812706448
768	0.05806364718
769	0.05800893337
770	0.05794899868
771	0.0579439615
772	0.05793998307
773	0.05792760051
774	0.057892275
775	0.05788803534
776	0.05783672647
777	0.05777012179
778	0.05769741878
779	0.05763286925
780	0.05761352543
781	0.05752340703
782	0.05749999981
783	0.05749628426
784	0.05738585001
785	0.05738205257
786	0.05737533401
787	0.05733604856
788	0.05731574435
789	0.05727761077
790	0.05721540958
791	0.05718827968
792	0.05710314562
793	0.05706239091
794	0.0570340668
795	0.05694148007
796	0.0569377843
797	0.05692544688
798	0.05692183332
799	0.05691772405
800	0.05685379154
801	0.05685039187
802	0.05683758468
803	0.05681380248
804	0.05671002156
805	0.05670674852
806	0.05667292695
807	0.05663279841
808	0.05659687059
809	0.0565903094
810	0.0565870978
811	0.05653660301
812	0.05649481702
813	0.05648985487
814	0.05647573089
815	0.05640240609
816	0.05635788636
817	0.05628548907
818	0.05624199775
819	0.05618209844
820	0.05613114358
821	0.05608868608
822	0.0560371427
823	0.05603400645
824	0.05602982463
825	0.05600442346
826	0.05595470693
827	0.05591178027
828	0.05587731619
829	0.05583678081
830	0.05578742873
831	0.05578365699
832	0.05572566305
833	0.05570935426
834	0.05565444698
835	0.0556033895
836	0.055599612
837	0.05554850382
838	0.05553270649
839	0.05550905873
840	0.05549920016
841	0.05549554419
842	0.0554584994
843	0.05545555569
844	0.05540127845
845	0.05539877192
846	0.05539592201
847	0.05536243741
848	0.05535904618
849	0.05531929839
850	0.05525436395
851	0.05523574436
852	0.05519133395
853	0.05513240916
854	0.05509321148
855	0.05508690148
856	0.05502665799
857	0.05500218683
858	0.0549923595
859	0.05489566065
860	0.05488287437
861	0.05482648427
862	0.05479368161
863	0.05472211807
864	0.0546667527
865	0.05463199008
866	0.05456274954
867	0.05455940475
868	0.05452352384
869	0.05447512338
870	0.05446544767
871	0.05443726185
872	0.0544014139
873	0.05437150326
874	0.05434302659
875	0.05428739302
876	0.05426100221
877	0.05419883491
878	0.05414512423
879	0.05410291772
880	0.05404113061
881	0.05403736504
882	0.05398668504
883	0.05392464657
884	0.05387483949
885	0.05384659998
886	0.0538316403
887	0.05382601422
888	0.05382399587
889	0.05378254741
890	0.05371403139
891	0.0536896731
892	0.05363640903
893	0.05356488854
894	0.05350682788
895	0.05344102724
896	0.05337668925
897	0.05336539398
898	0.0533469798
899	0.05329890398
900	0.05325774197
901	0.0532329293
902	0.05319561726
903	0.05316126412
904	0.05311835033
905	0.05311594016
906	0.05307465746
907	0.05306611241
908	0.05302042294
909	0.05296270489
910	0.05295849974
911	0.05289285021
912	0.0528887497
913	0.05286129371
914	0.05281604067
915	0.05281407052
916	0.05278090631
917	0.05272597901
918	0.05272179415
919	0.0526924497
920	0.05269050474
921	0.05268582872
922	0.05265182266
923	0.05260613906
924	0.05252440312
925	0.05249091276
926	0.05245997818
927	0.05243701623
928	0.05242233433
929	0.05239893385
930	0.05233820258
931	0.05231817003
932	0.05226812524
933	0.05221515231
934	0.05214860136
935	0.05212080998
936	0.05209308051
937	0.05207377199
938	0.05202802763
939	0.05196707005
940	0.05190503048
941	0.05190223138
942	0.05186179746
943	0.05180936565
944	0.05180675682
945	0.05174619048
946	0.05172517045
947	0.05167945445
948	0.05165023595
949	0.05159523571
950	0.05152851167
951	0.05147285357
952	0.05146820343
953	0.05145107102
954	0.05142121938
955	0.05136085186
956	0.05133192278
957	0.05129331317
958	0.05129129488
959	0.05125001302
960	0.05118031343
961	0.05109592308
962	0.05103242079
963	0.05100918527
964	0.05098506579
965	0.050904982
966	0.05086067494
967	0.05084149385
968	0.05082251233
969	0.05081747767
970	0.05081488573
971	0.0507718276
972	0.05073401142
973	0.05071259727
974	0.050689718
975	0.05065831862
976	0.05064051976
977	0.05055099256
978	0.05049726958
979	0.05044495688
980	0.05040029673
981	0.05038215975
982	0.05036465189
983	0.05033921429
984	0.05029087766
985	0.05023945175
986	0.05023743191
987	0.05019403265
988	0.0501882555
989	0.05018351363
990	0.05014998801
991	0.05010655097
992	0.05005612809
993	0.04999235915
994	0.04996030879
995	0.0499470009
996	0.04990176737
997	0.04988697903
998	0.0498567355
999	0.04983022529
